index, temperature
1462, 107.530588328
1463, 110.855079675
1464, 114.123605501
1465, 117.332666045
1466, 120.478660588
1467, 123.557884251
1468, 126.566523104
1469, 129.500647045
1470, 132.356199898
1471, 135.128986173
1472, 137.814654019
1473, 140.408673981
1474, 142.906313394
1475, 145.30260661
1476, 147.592321708
1477, 149.769925134
1478, 151.829546721
1479, 153.764948953
1480, 155.569506118
1481, 157.236201182
1482, 158.757650528
1483, 160.126168839
1484, 161.333887503
1485, 162.372938808
1486, 163.235713372
1487, 163.915188127
1488, 164.405306443
1489, 164.701372269
1490, 164.800402248
1491, 30.0
1492, 33.8133552115
1493, 37.6246221644
1494, 41.4317053854
1495, 45.2324950104
1496, 49.0248596876
1497, 52.8066396001
1498, 56.5756396507
1499, 60.3296228536
1500, 64.0663039784
1501, 67.7833434953
1502, 71.4783418684
1503, 75.1488342447
1504, 78.7922855828
1505, 82.4060862601
1506, 85.9875481878
1507, 89.5339014507
1508, 93.0422914716
1509, 96.5097766768
1510, 99.9333266127
1511, 103.30982043
1512, 106.636045613
1513, 109.908696795
1514, 113.12437444
1515, 116.279583152
1516, 119.370729303
1517, 122.394117636
1518, 125.345946495
1519, 128.22230128
1520, 131.019145768
1521, 133.73231097
1522, 136.357481273
1523, 138.890177797
1524, 141.32573909
1525, 143.659299651
1526, 145.885767271
1527, 147.999800785
1528, 149.995790751
1529, 151.867846594
1530, 153.609795064
1531, 155.2151962
1532, 156.677384272
1533, 157.989541997
1534, 159.14481605
1535, 160.136479955
1536, 160.958145863
1537, 161.604019142
1538, 162.06917937
1539, 162.349860022
1540, 162.443690216
1541, 30.0
1542, 33.7779019367
1543, 37.5536437174
1544, 41.3250584167
1545, 45.0899656082
1546, 48.8461647103
1547, 52.5914284479
1548, 56.3234964711
1549, 60.0400691706
1550, 63.7388017343
1551, 67.4172984846
1552, 71.0731075392
1553, 74.7037158357
1554, 78.3065445526
1555, 81.8789449602
1556, 85.4181947193
1557, 88.9214946371
1558, 92.3859658745
1559, 95.8086475783
1560, 99.186494889
1561, 102.516377248
1562, 105.7950769
1563, 109.019287451
1564, 112.185612311
1565, 115.290562821
1566, 118.330555835
1567, 121.301910496
1568, 124.200843961
1569, 127.023465812
1570, 129.765770926
1571, 132.423630664
1572, 134.992782305
1573, 137.468816847
1574, 139.847165515
1575, 142.123085633
1576, 144.291646939
1577, 146.347719985
1578, 148.285968904
1579, 150.100851608
1580, 151.786631346
1581, 153.33740428
1582, 154.747148365
1583, 156.009798828
1584, 157.119354744
1585, 158.070019097
1586, 158.856370985
1587, 159.473563207
1588, 159.917531874
1589, 160.185198234
1590, 160.274638571
1591, 30.0
1592, 33.7446088179
1593, 37.4869923519
1594, 41.2249189558
1595, 44.9561442954
1596, 48.6784050974
1597, 52.3894130104
1598, 56.0868486151
1599, 59.7683556235
1600, 63.4315353037
1601, 67.0739411694
1602, 70.6930739684
1603, 74.2863770062
1604, 77.8512318316
1605, 81.384954309
1606, 84.8847910923
1607, 88.3479165038
1608, 91.7714298108
1609, 95.152352873
1610, 98.487628117
1611, 101.774116774
1612, 105.008597289
1613, 108.187763799
1614, 111.308224532
1615, 114.366499987
1616, 117.35902072
1617, 120.28212455
1618, 123.132053042
1619, 125.904947079
1620, 128.59684146
1621, 131.203658457
1622, 133.721200436
1623, 136.14514177
1624, 138.471020492
1625, 140.694230427
1626, 142.810014866
1627, 144.813463314
1628, 146.69951327
1629, 148.462959589
1630, 150.098474431
1631, 151.600641208
1632, 152.96400608
1633, 154.183150207
1634, 155.252785001
1635, 156.167870703
1636, 156.923755774
1637, 157.516330826
1638, 157.942186686
1639, 158.198762469
1640, 158.284467599
1641, 30.0
1642, 33.7135409829
1643, 37.4247979165
1644, 41.1314807593
1645, 44.8312875202
1646, 48.5218983736
1647, 52.200969881
1648, 55.8661293553
1649, 59.5149694044
1650, 63.1450426878
1651, 66.7538569208
1652, 70.3388701587
1653, 73.897486389
1654, 77.4270514585
1655, 80.924849352
1656, 84.3880988369
1657, 87.8139504749
1658, 91.1994839921
1659, 94.5417059859
1660, 97.8375479323
1661, 101.08386444
1662, 104.277431683
1663, 107.414945923
1664, 110.49302203
1665, 113.508191877
1666, 116.456902506
1667, 119.335513944
1668, 122.140296576
1669, 124.867428004
1670, 127.512989379
1671, 130.072961267
1672, 132.543219212
1673, 134.919529304
1674, 137.197544257
1675, 139.372800715
1676, 141.440718786
1677, 143.396605134
1678, 145.235661272
1679, 146.952999047
1680, 148.543665582
1681, 150.002680043
1682, 151.325084538
1683, 152.506010918
1684, 153.540764351
1685, 154.424922942
1686, 155.154450579
1687, 155.725817639
1688, 156.136121573
1689, 156.383197358
1690, 156.465706888
1691, 30.0
1692, 33.6847571971
1693, 37.367177572
1694, 41.0449186445
1695, 44.7156266524
1696, 48.3769309959
1697, 52.0264387847
1698, 55.6617295208
1699, 59.2803499511
1700, 62.8798091222
1701, 66.4575736674
1702, 70.0110633565
1703, 73.5376469328
1704, 77.0346382615
1705, 80.4992928035
1706, 83.9288044285
1707, 87.3203025669
1708, 90.6708496966
1709, 93.9774391461
1710, 97.2369931864
1711, 100.446361372
1712, 103.602319079
1713, 106.70156618
1714, 109.740725788
1715, 112.716342984
1716, 115.624883483
1717, 118.462732145
1718, 121.226191315
1719, 123.911478981
1720, 126.514726783
1721, 129.031978021
1722, 131.45918584
1723, 133.792211976
1724, 136.026826518
1725, 138.15870939
1726, 140.183454429
1727, 142.096577166
1728, 143.893527637
1729, 145.569709746
1730, 147.120508804
1731, 148.541328845
1732, 149.827641111
1733, 150.975044576
1734, 151.979338543
1735, 152.836606134
1736, 153.543305964
1737, 154.096367576
1738, 154.49328461
1739, 154.732198501
1740, 154.811965237
1741, 30.0
1742, 33.6583102335
1743, 37.3142365299
1744, 40.9653895944
1745, 44.609369449
1746, 48.243760173
1747, 51.8661247411
1748, 55.4739999919
1749, 59.0648917571
1750, 62.6362701825
1751, 66.1855652702
1752, 69.7101626669
1753, 73.2073997243
1754, 76.6745618511
1755, 80.1088791722
1756, 83.5075235066
1757, 86.8676056676
1758, 90.1861730815
1759, 93.4602077157
1760, 96.6866242953
1761, 99.8622687819
1762, 102.98391708
1763, 106.048273932
1764, 109.051971956
1765, 111.991570789
1766, 114.863556298
1767, 117.664339837
1768, 120.390257559
1769, 123.03756982
1770, 125.602460754
1771, 128.081038192
1772, 130.469334153
1773, 132.763306244
1774, 134.958840448
1775, 137.051755897
1776, 139.037812374
1777, 140.912721463
1778, 142.672162363
1779, 144.311803497
1780, 145.827331044
1781, 147.214485422
1782, 148.469106485
1783, 149.587187733
1784, 150.564939112
1785, 151.398857087
1786, 152.085799565
1787, 152.623062093
1788, 153.008450789
1789, 153.2403468
1790, 153.317757057
1791, 30.0
1792, 33.6342472068
1793, 37.2660687197
1794, 40.8930337542
1795, 44.5127013763
1796, 48.1226155059
1797, 51.7203000149
1798, 55.3032539487
1799, 58.8689469027
1800, 62.4148145806
1801, 65.938254564
1802, 69.4366223166
1803, 72.9072274465
1804, 76.3473302464
1805, 79.7541385274
1806, 83.1248047582
1807, 86.4564235153
1808, 89.746029246
1809, 92.9905943398
1810, 96.1870274972
1811, 99.3321723803
1812, 102.422806528
1813, 105.455640512
1814, 108.427317316
1815, 111.334411919
1816, 114.173431082
1817, 116.940813344
1818, 119.632929265
1819, 122.246081986
1820, 124.776508219
1821, 127.220379841
1822, 129.573806335
1823, 131.832838397
1824, 133.993473134
1825, 136.051661376
1826, 138.003317707
1827, 139.844333948
1828, 141.570596854
1829, 143.178010835
1830, 144.662526454
1831, 146.020175312
1832, 147.247111674
1833, 148.339660759
1834, 149.294373083
1835, 150.108083538
1836, 150.777973116
1837, 151.301630441
1838, 151.677109653
1839, 151.902980854
1840, 151.978369391
1841, 30.0
1842, 33.6126098741
1843, 37.222757388
1844, 40.8279753265
1845, 44.4257867959
1846, 48.0137004594
1847, 51.5892058638
1848, 55.1497688855
1849, 58.6928273243
1850, 62.215786673
1851, 65.7160160886
1852, 69.1908445891
1853, 72.6375574987
1854, 76.0533931605
1855, 79.4355399329
1856, 82.7811334836
1857, 86.0872543893
1858, 89.3509260473
1859, 92.5691129005
1860, 95.7387189733
1861, 98.8565867141
1862, 101.919496139
1863, 104.924164272
1864, 107.867244876
1865, 110.745328488
1866, 113.554942768
1867, 116.292553193
1868, 118.954564172
1869, 121.53732064
1870, 124.037110294
1871, 126.450166619
1872, 128.77267295
1873, 131.000767874
1874, 133.130552316
1875, 135.158098765
1876, 137.07946313
1877, 138.890699769
1878, 140.587880271
1879, 142.167116536
1880, 143.624588624
1881, 144.9565777
1882, 146.159504141
1883, 147.229970545
1884, 148.164808923
1885, 148.961130867
1886, 149.61637892
1887, 150.128376901
1888, 150.49537653
1889, 150.716097571
1890, 150.789758798
1891, 30.0
1892, 33.5934349018
1893, 37.1843756315
1894, 40.770323368
1895, 44.3487700215
1896, 47.917193672
1897, 51.4730540954
1898, 55.0137884052
1899, 58.536806836
1900, 62.0394886987
1901, 65.5191785283
1902, 68.9731824525
1903, 72.3987647988
1904, 75.793144964
1905, 79.1534945602
1906, 82.476934854
1907, 85.7605345109
1908, 89.0013076534
1909, 92.1962122417
1910, 95.3421487815
1911, 98.4359593637
1912, 101.474427043
1913, 104.45427556
1914, 107.372169428
1915, 110.224714391
1916, 113.008458307
1917, 115.719892489
1918, 118.355453588
1919, 120.911526108
1920, 123.3844457
1921, 125.770503389
1922, 128.065950973
1923, 130.267007834
1924, 132.36986949
1925, 134.370718239
1926, 136.265736279
1927, 138.051121726
1928, 139.723107925
1929, 141.277986414
1930, 142.712133806
1931, 144.022042722
1932, 145.204356645
1933, 146.255908356
1934, 147.173761197
1935, 147.955252086
1936, 148.598034797
1937, 149.100121712
1938, 149.459921994
1939, 149.676274102
1940, 149.74847066
1941, 30.0
1942, 33.5767541015
1943, 37.1509868682
1944, 40.7201724925
1945, 44.28177625
1946, 47.8332501115
1947, 51.3720284409
1948, 54.8955238037
1949, 58.401122916
1950, 61.8861827573
1951, 65.3480268736
1952, 68.7839418936
1953, 72.1911742799
1954, 75.5669273364
1955, 78.9083584897
1956, 82.2125768614
1957, 85.4766411469
1958, 88.6975578137
1959, 91.8722796314
1960, 94.9977045471
1961, 98.0706749164
1962, 101.087977108
1963, 104.046341499
1964, 106.942442885
1965, 109.77290134
1966, 112.53428358
1967, 115.223104869
1968, 117.835831583
1969, 120.368884506
1970, 122.818643007
1971, 125.181450265
1972, 127.453619719
1973, 129.631442998
1974, 131.711199572
1975, 133.689168422
1976, 135.56164202
1977, 137.324942931
1978, 138.97544329
1979, 140.509587387
1980, 141.923917466
1981, 143.215102735
1982, 144.379971361
1983, 145.415545038
1984, 146.319075425
1985, 147.088081483
1986, 147.720386471
1987, 148.214153155
1988, 148.567915634
1989, 148.780606181
1990, 148.851575641
1991, 30.0
1992, 33.562594636
1993, 37.1226452472
1994, 40.6776034839
1995, 44.2249123743
1996, 47.7620020833
1997, 51.2862857528
1998, 54.7951554527
1999, 58.2859782669
2000, 61.7560925408
2001, 65.2028043152
2002, 68.6233839684
2003, 72.0150630908
2004, 75.3750316122
2005, 78.7004352009
2006, 81.988372955
2007, 85.2358954017
2008, 88.4400028229
2009, 91.5976439233
2010, 94.705714859
2011, 97.7610586467
2012, 100.760464974
2013, 103.700670443
2014, 106.578359271
2015, 109.390164506
2016, 112.132669803
2017, 114.802411824
2018, 117.39588337
2019, 119.909537324
2020, 122.339791559
2021, 124.683034945
2022, 126.93563464
2023, 129.093944867
2024, 131.154317379
2025, 133.113113856
2026, 134.966720449
2027, 136.711564689
2028, 138.344134918
2029, 139.861002377
2030, 141.258845937
2031, 142.534479392
2032, 143.684881025
2033, 144.707225008
2034, 145.598913982
2035, 146.357611949
2036, 146.981276448
2037, 147.468188804
2038, 147.816981204
2039, 148.026659347
2040, 148.09661954
2041, 30.0
2042, 33.5509791954
2043, 37.0993960009
2044, 40.6426838215
2045, 44.1782676802
2046, 47.7035600946
2047, 51.2159570344
2048, 54.7128339875
2049, 58.1915421579
2050, 61.649404824
2051, 65.0837138781
2052, 68.491726574
2053, 71.8706625029
2054, 75.2177008205
2055, 78.5299777466
2056, 81.8045843559
2057, 85.0385646821
2058, 88.2289141531
2059, 91.3725783797
2060, 94.4664523189
2061, 97.5073798369
2062, 100.4921537
2063, 103.417516028
2064, 106.280159249
2065, 109.076727611
2066, 111.803819301
2067, 114.457989254
2068, 117.035752747
2069, 119.533589861
2070, 121.94795096
2071, 124.275263314
2072, 126.51193903
2073, 128.654384451
2074, 130.699011221
2075, 132.642249173
2076, 134.480561233
2077, 136.210460456
2078, 137.828529316
2079, 139.331441264
2080, 140.715984513
2081, 141.979087872
2082, 143.11784834
2083, 144.129559989
2084, 145.011743544
2085, 145.762175883
2086, 146.378918569
2087, 146.860344409
2088, 147.205161033
2089, 147.412430464
2090, 147.481583826
2091, 30.0
2092, 33.5419261449
2093, 37.0812757393
2094, 40.6154681209
2095, 44.1419144304
2096, 47.6580135803
2097, 51.1611483029
2098, 54.6486813048
2099, 58.1179515534
2100, 61.566270719
2101, 64.9909197991
2102, 68.3891459466
2103, 71.7581595261
2104, 75.0951314205
2105, 78.3971906091
2106, 81.66142204
2107, 84.8848648176
2108, 88.0645107276
2109, 91.1973031236
2110, 94.2801362001
2111, 97.3098546819
2112, 100.283253961
2113, 103.197080719
2114, 106.048034088
2115, 108.832767389
2116, 111.547890534
2117, 114.189973146
2118, 116.755548505
2119, 119.241118413
2120, 121.643159104
2121, 123.958128323
2122, 126.182473715
2123, 128.312642688
2124, 130.345093879
2125, 132.276310382
2126, 134.102814852
2127, 135.821186587
2128, 137.428080627
2129, 138.920248852
2130, 140.294562977
2131, 141.548039243
2132, 142.677864474
2133, 143.681423064
2134, 144.556324322
2135, 145.300429471
2136, 145.911877534
2137, 146.389109232
2138, 146.730888053
2139, 146.936317649
2140, 147.004854836
2141, 30.0
2142, 33.5354496448
2143, 37.0683126905
2144, 40.5959984923
2145, 44.1159083404
2146, 47.6254314935
2147, 51.1219412919
2148, 54.6027913756
2149, 58.0653120318
2150, 61.5068066996
2151, 64.9245486528
2152, 68.3157778872
2153, 71.6776982345
2154, 75.0074747262
2155, 78.3022312292
2156, 81.5590483775
2157, 84.7749618208
2158, 87.9469608162
2159, 91.0719871867
2160, 94.1469346761
2161, 97.1686487301
2162, 100.133926742
2163, 103.0395188
2164, 105.882128993
2165, 108.658417323
2166, 111.365002301
2167, 113.998464291
2168, 116.555349712
2169, 119.032176182
2170, 121.425438722
2171, 123.731617157
2172, 125.947184818
2173, 128.068618706
2174, 130.092411226
2175, 132.015083624
2176, 133.833201206
2177, 135.543390413
2178, 137.142357753
2179, 138.626910538
2180, 139.993979301
2181, 141.24064165
2182, 142.364147248
2183, 143.361943472
2184, 144.231701208
2185, 144.971340147
2186, 145.579052864
2187, 146.053326931
2188, 146.3929643
2189, 146.597097241
2190, 146.665200223
2191, 30.0
2192, 33.5315597437
2193, 37.0605268856
2194, 40.5843048175
2195, 44.1002889452
2196, 47.6058627612
2197, 51.0983939959
2198, 54.5752308737
2199, 58.0336984987
2200, 61.4710953948
2201, 64.8846902252
2202, 68.2717187148
2203, 71.6293807986
2204, 74.9548380205
2205, 78.2452112041
2206, 81.4975784198
2207, 84.7089732719
2208, 87.8763835296
2209, 90.9967501311
2210, 94.0669665874
2211, 97.0838788209
2212, 100.044285476
2213, 102.944938745
2214, 105.78254576
2215, 108.553770611
2216, 111.255237055
2217, 113.883532004
2218, 116.435209871
2219, 118.906797879
2220, 121.294802446
2221, 123.595716766
2222, 125.806029695
2223, 127.922236091
2224, 129.940848696
2225, 131.858411683
2226, 133.671515936
2227, 135.376816107
2228, 136.971049432
2229, 138.451056247
2230, 139.813802039
2231, 141.056400807
2232, 142.176139396
2233, 143.170502368
2234, 144.037196891
2235, 144.774177043
2236, 145.379666843
2237, 145.852181329
2238, 146.190544974
2239, 146.393906793
2240, 146.461751572
2241, 30.0
2242, 33.5302624445
2243, 37.0579302906
2244, 40.5804049469
2245, 44.0950798619
2246, 47.5993366102
2247, 51.0905410566
2248, 54.5660396246
2249, 58.0231556944
2250, 61.4591861556
2251, 64.8713981386
2252, 68.2570259482
2253, 71.6132682246
2254, 74.9372853531
2255, 78.2261971468
2256, 81.4770808259
2257, 84.6869693172
2258, 87.8528498993
2259, 90.9716632207
2260, 94.0403027214
2261, 97.05561449
2262, 100.014397597
2263, 102.913404945
2264, 105.749344692
2265, 108.518882304
2266, 111.218643304
2267, 113.845216801
2268, 116.39515989
2269, 118.865003016
2270, 121.251256418
2271, 123.550417764
2272, 125.758981105
2273, 127.873447268
2274, 129.890335783
2275, 131.806198474
2276, 133.617634748
2277, 135.321308646
2278, 136.913967623
2279, 138.392462979
2280, 139.7537718
2281, 140.995020144
2282, 142.113507162
2283, 143.106729711
2284, 143.972406947
2285, 144.708504293
2286, 145.313256137
2287, 145.785186567
2288, 146.123127475
2289, 146.326233385
2290, 146.393992478
